GPR Method,Donor,Acceptor,RMSE(train),RMSE(test),R2,dR2,R2_Proxy,R2CV_Proxy,RMSE_Proxy,Target Parameter,Used Proxies,Available Proxies,dR2s[1],dR2s[2],dR2s[3],dR2s[4],dR2s[5],dR2s[6],dR2s[7],dR2s_2[1],dR2s_2[2],dR2s_2[3],dR2s_2[4],dR2s_2[5],dR2s_2[6],dR2s_2[7],RMSE[1],RMSE[2],RMSE[3],RMSE[4],RMSE[5],RMSE[6],RMSE[7],MainPath,length_scales_start,length_scale_lims,ShuffleTimes,MainFolderName,HowManyBestPixelsPerSubstrate
BestFeatureToIV,PM6,BTP-4F-12 (Y12),0.65249,0.62982,0.476,0.296,0.477,0.443,0.6102,JSC_IV,"features_atot_UV, features_A.1.w_UV",features_,0.482,-0.005,-1,-1,-1,-1,-1,0.0353,0.0154,-1,-1,-1,-1,-1,0.65288,0.6102,-1,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PM6,BTP-4F-12 (Y12),0.45937,0.50556,0.996,0.994,0.996,0.997,0.38202,FF_IV,"features_Dtot_UV, features_A.1.w_UV, features_atot_UV",features_,0.977,0.019,0,-1,-1,-1,-1,0.0012,0.0002,0.0005,-1,-1,-1,-1,1.01385,0.47175,0.38202,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PM6,BTP-4F-12 (Y12),0.00108,0.00115,0.991,0.976,0.991,0.991,0.00113,VOC_IV,"features_D.1a.w_UV, features_atot_UV, features_D.1.c_UV, features_Atot_UV, features_A.1.c_UV",features_,0.866,0.091,0.027,0.007,0,-1,-1,0.0082,0.0021,0.0006,0.0001,0,-1,-1,0.00413,0.00223,0.00145,0.00116,0.00113,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PM6,BTP-4F-12 (Y12),0.26406,0.27184,0.979,0.974,0.979,0.981,0.25412,PCE_IV,"features_D_UV, features_D.1a.w_UV, features_atot_UV",features_,0.976,0,0.003,-1,-1,-1,-1,0.0015,0.0013,0.001,-1,-1,-1,-1,0.26883,0.2551,0.25412,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTQ10,PY-IT,0.14798,0.15211,0.989,0.982,0.988,0.99,0.14974,PCE_IV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.841,0.112,0.036,-1,-1,-1,-1,0.0178,0.0034,0.0005,-1,-1,-1,-1,0.57282,0.3192,0.14974,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTQ10,PY-IT,0.54702,0.59131,0.955,0.912,0.955,0.956,0.5617,FF_IV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.738,0.205,0.013,-1,-1,-1,-1,0.0224,0.0039,0.0036,-1,-1,-1,-1,1.3401,0.58885,0.5617,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTQ10,PY-IT,0.21859,0.22914,0.987,0.986,0.986,0.984,0.21849,JSC_IV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.826,0.16,-1,-1,-1,-1,-1,0.015,0.0009,-1,-1,-1,-1,-1,0.81974,0.21849,-1,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTQ10,PY-IT,0.00332,0.00301,0.986,0.967,0.987,0.984,0.00355,VOC_IV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.624,0.305,0.057,-1,-1,-1,-1,0.0234,0.0052,0.0007,-1,-1,-1,-1,0.01687,0.00766,0.00355,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.00117,0.00117,0.896,0.876,0.948,0.939,0.0009,features_D.1.c_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.548,0.358,0.043,-1,-1,-1,-1,0.0363,0.0124,0.0033,-1,-1,-1,-1,0.00246,0.0011,0.0009,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.00043,0.00041,0.365,0.368,0.397,0.464,0.0004,features_D.1a.w_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.397,-1,-1,-1,-1,-1,-1,0.0406,-1,-1,-1,-1,-1,-1,0.0004,-1,-1,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.00156,0.00142,0.843,0.841,0.855,0.84,0.00154,features_D.1a.c_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.7,0.155,-1,-1,-1,-1,-1,0.0192,0.0032,-1,-1,-1,-1,-1,0.00236,0.00154,-1,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.02801,0.0294,0.852,0.764,0.926,0.888,0.02066,features_D.2.a_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.374,0.552,-1,-1,-1,-1,-1,0.0373,0.0076,-1,-1,-1,-1,-1,0.061,0.02066,-1,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.00116,0.00114,0.9,0.899,0.903,0.889,0.00117,features_A.0.a_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.65,0.253,-1,-1,-1,-1,-1,0.0159,0.0062,-1,-1,-1,-1,-1,0.00218,0.00117,-1,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.00033,0.00033,0.882,0.857,0.884,0.891,0.00032,features_A.1.w_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.753,0.116,0.015,-1,-1,-1,-1,0.0197,0.0078,0.0039,-1,-1,-1,-1,0.00048,0.00035,0.00032,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.00127,0.00126,0.832,0.824,0.955,0.921,0.00075,features_A.1.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.515,0.28,0.161,-1,-1,-1,-1,0.0713,0.0704,0.0082,-1,-1,-1,-1,0.0023,0.00145,0.00075,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.0004,0.00039,0.357,0.269,0.386,0.184,0.00038,features_A.1a.w_UV,plan_Solutions_1_ann. time,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.386,-1,-1,-1,-1,-1,-1,0.1204,-1,-1,-1,-1,-1,-1,0.00038,-1,-1,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.0006,0.00063,0.938,0.923,0.948,0.946,0.00056,features_A.1a.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.465,0.421,0.062,-1,-1,-1,-1,0.0431,0.0079,0.0089,-1,-1,-1,-1,0.0019,0.00084,0.00056,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.00246,0.00236,0.955,0.957,0.956,0.952,0.00233,features_D_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.67,0.286,-1,-1,-1,-1,-1,0.0113,0.0023,-1,-1,-1,-1,-1,0.00672,0.00233,-1,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.004,0.00388,0.968,0.971,0.968,0.964,0.00387,features_A_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.668,0.299,0.001,-1,-1,-1,-1,0.0245,0.0015,0.0014,-1,-1,-1,-1,0.01306,0.00406,0.00387,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.00419,0.00436,0.959,0.942,0.959,0.954,0.00406,features_Dtot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.662,0.294,0.003,-1,-1,-1,-1,0.025,0.0024,0.0032,-1,-1,-1,-1,0.01174,0.00441,0.00406,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.0053,0.00569,0.967,0.958,0.967,0.968,0.00524,features_Atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.654,0.314,-1,-1,-1,-1,-1,0.0212,0.0015,-1,-1,-1,-1,-1,0.0163,0.00524,-1,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.00901,0.00957,0.968,0.958,0.964,0.967,0.00887,features_atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.664,0.299,0,-1,-1,-1,-1,0.0302,0.0031,0.0019,-1,-1,-1,-1,0.02874,0.00906,0.00887,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.00338,0.00265,-0.101,-0.263,-0.098,-0.101,0.00286,features_XD_UV,plan_Solutions_1_conc.,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",-0.098,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0.00286,-1,-1,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTQ10,PY-IT,0.00344,0.00322,-0.099,-1.546,-0.103,-0.659,0.00295,features_XA_UV,plan_Solutions_1_conc.,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",-0.103,-1,-1,-1,-1,-1,-1,0.0159,-1,-1,-1,-1,-1,-1,0.00295,-1,-1,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTQ10,PY-IT,0.27726,0.25401,0.979,0.981,0.979,0.98,0.24806,JSC_IV,"features_A_UV, features_D.1a.c_UV, features_D.1.c_UV, features_D.1a.w_UV",features_,0.94,0.025,0.002,0.012,-1,-1,-1,0,0.0025,0.0014,0.0011,-1,-1,-1,0.38283,0.31642,0.31009,0.24806,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTQ10,PY-IT,0.68297,0.64785,0.93,0.923,0.926,0.915,0.70612,FF_IV,"features_A.1.w_UV, features_D.1.c_UV, features_atot_UV",features_,0.711,0.091,0.124,-1,-1,-1,-1,0.0259,0.0161,0.0069,-1,-1,-1,-1,1.53365,1.14632,0.70612,-1,-1,-1,-1,PTQ10-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
